time_period,location,disease_cases,population,tp,t2m_c
2020-12,uHEl9oRZm8L,,152517,6.0031931278258295,0.198751985947108
2021-01,uHEl9oRZm8L,,152517,5.575623005084856,0.6132378990040757
2021-02,uHEl9oRZm8L,,152517,6.0476744092186365,-0.6231976313854631
2021-03,uHEl9oRZm8L,,152517,8.904750256561684,2.5782499907898724
2021-04,uHEl9oRZm8L,,152517,6.69829877583684,4.42340913538948
2021-05,uHEl9oRZm8L,,152517,16.863333669647844,8.644438898552654
2021-06,uHEl9oRZm8L,,152517,18.84434528100341,11.870166763218643
2021-07,uHEl9oRZm8L,,152517,21.351597923477843,13.025887170702756
2021-08,uHEl9oRZm8L,,152517,24.33571044472949,12.78374607851198
2021-09,uHEl9oRZm8L,,152517,10.561214564690438,11.954326232540817
2021-10,uHEl9oRZm8L,,152517,10.509689078506176,9.129490989606897
2021-11,uHEl9oRZm8L,,152517,4.506730462646166,3.378280857509661
2021-12,uHEl9oRZm8L,,152517,4.667059259284196,-0.5991449695019474
2022-01,uHEl9oRZm8L,0.0,152517,5.159849703893772,-4.162329152496749
2022-02,uHEl9oRZm8L,0.0,152517,11.0358461983166,-3.624504129204803
2022-03,uHEl9oRZm8L,0.0,152517,5.444227652073011,4.069505223957138
2022-04,uHEl9oRZm8L,1.0,152517,11.388072319353672,7.269291249819903
2022-05,uHEl9oRZm8L,0.0,152517,15.787513135975928,9.4101566735146
2022-06,uHEl9oRZm8L,11.0,152517,29.920628914760204,11.865569554807523
2022-07,uHEl9oRZm8L,30.0,152517,18.212345221016047,13.164173363892886
2022-08,uHEl9oRZm8L,15.0,152517,14.287408330319312,13.187685098807746
2022-09,uHEl9oRZm8L,64.0,152517,8.939461232099081,11.838002890777055
2022-10,uHEl9oRZm8L,144.0,152517,4.035413963982466,7.625117380952989
2022-11,uHEl9oRZm8L,39.0,152517,1.8583039770313747,3.2159476387948
2022-12,uHEl9oRZm8L,14.0,152517,2.3903194537811023,1.1021472852618848
2023-01,uHEl9oRZm8L,0.0,152517,2.3072856816393483,-0.6095672900655543
2023-02,uHEl9oRZm8L,1.0,152517,4.608488607022882,0.8100209130203538
2023-03,uHEl9oRZm8L,0.0,152517,4.795774763551062,1.5463992361256242
2023-04,uHEl9oRZm8L,0.0,152517,3.884239529965272,4.975488647836484
2023-05,uHEl9oRZm8L,13.0,152517,6.611023453171887,7.4495632000667475
2023-06,uHEl9oRZm8L,35.0,152517,11.108298428752464,11.919355499671388
2023-07,uHEl9oRZm8L,63.0,152517,10.507043428708618,13.340600383263022
2023-08,uHEl9oRZm8L,310.0,152517,12.085039899600382,13.480056309214104
2023-09,uHEl9oRZm8L,467.0,152517,4.482544823305442,12.593371773788949
2023-10,uHEl9oRZm8L,244.0,152517,3.997669145716281,7.524986164125399
2023-11,uHEl9oRZm8L,20.0,152517,1.3930879004236023,3.292275847335901
2023-12,uHEl9oRZm8L,2.0,152517,1.663280710745247,0.1284528696620494
2024-01,uHEl9oRZm8L,3.0,152517,2.650254369687562,-2.5767547099964787
2024-02,uHEl9oRZm8L,8.0,152517,4.257804674025551,-0.8120633686513224
2024-03,uHEl9oRZm8L,6.0,152517,9.374934688155871,2.4888100970212226
2024-04,uHEl9oRZm8L,6.0,152517,4.403339936022569,6.919858009921293
2024-05,uHEl9oRZm8L,4.0,152517,11.379206824760312,9.784254081305178
2024-06,uHEl9oRZm8L,5.0,152517,31.78706723228625,12.726813163271895
2024-07,uHEl9oRZm8L,27.0,152517,23.15062168783131,14.207336866843043
2024-08,uHEl9oRZm8L,32.0,152517,15.889667685178484,13.494028877446588
2024-09,uHEl9oRZm8L,50.0,152517,10.552774861713036,12.86577371479063
2024-10,uHEl9oRZm8L,25.0,152517,8.17669699054664,8.43921124300697
2024-11,uHEl9oRZm8L,7.0,152517,3.751687146707172,4.099688981255242
2024-12,uHEl9oRZm8L,0.0,152517,5.228805583387456,0.6786970648319526
2016-01,uyGkoQ4F9rT,,138174,0.4466502196059335,10.50872027591424
2016-02,uyGkoQ4F9rT,,138174,1.124783674376429,13.965564236392131
2016-03,uyGkoQ4F9rT,,138174,1.3365755051934798,17.897979462861116
2016-04,uyGkoQ4F9rT,,138174,0.3427883624113136,23.121963949436648
2016-05,uyGkoQ4F9rT,,138174,4.704767235291071,22.65143243389253
2016-06,uyGkoQ4F9rT,,138174,12.637966049735075,23.22360773326273
2016-07,uyGkoQ4F9rT,,138174,34.146375670053835,22.54390682946958
2016-08,uyGkoQ4F9rT,,138174,11.46490156230455,23.061794912488427
2016-09,uyGkoQ4F9rT,,138174,10.064922943069384,21.90745523654775
2016-10,uyGkoQ4F9rT,,138174,1.2125750646930364,19.55871618718385
2016-11,uyGkoQ4F9rT,,138174,0.0297893850782666,16.072051215081522
2016-12,uyGkoQ4F9rT,,138174,0.1393223536236228,13.46297333876109
2017-01,uyGkoQ4F9rT,,138174,1.9571827708721503,10.498231253187631
2017-02,uyGkoQ4F9rT,,138174,0.5753496699824834,14.21509006411363
2017-03,uyGkoQ4F9rT,,138174,1.1667542499555426,16.242825680589743
2017-04,uyGkoQ4F9rT,,138174,2.9707616787395423,21.206645764928155
2017-05,uyGkoQ4F9rT,,138174,4.889701540362344,22.656431222244063
2017-06,uyGkoQ4F9rT,,138174,7.173152144381811,23.510115043322003
2017-07,uyGkoQ4F9rT,,138174,19.90259117041905,22.63177669045883
2017-08,uyGkoQ4F9rT,,138174,13.462837175411186,22.593076274258262
2017-09,uyGkoQ4F9rT,,138174,6.656438407190986,22.159225302609897
2017-10,uyGkoQ4F9rT,,138174,0.4462023870915884,19.763572426984386
2017-11,uyGkoQ4F9rT,,138174,0.3016089839687361,15.203027367391684
2017-12,uyGkoQ4F9rT,,138174,0.3313939630949674,12.963012191288623
2018-01,uyGkoQ4F9rT,,138174,0.4192782060359128,10.846034817773182
2018-02,uyGkoQ4F9rT,,138174,0.5874277377336174,14.043396345970232
2018-03,uyGkoQ4F9rT,,138174,0.9154382614254264,17.747612514763887
2018-04,uyGkoQ4F9rT,,138174,2.4293324728152625,20.365592226430547
2018-05,uyGkoQ4F9rT,,138174,2.557147727775884,23.03563650719844
